"1","1523187826","0","30","3.12554"
"3","1523187826","0","30","4.22005"
"2","1523187826","0","30","1.3454"
"3","1523188726","0","30","6.17687"
"1","1523188726","0","30","2.17846"
"2","1523188726","0","30","2.0154"
"1","1523189626","0","30","1.68306"
"3","1523189626","0","30","7.05096"
"2","1523189626","0","30","3.4461"
"1","1523190526","0","30","1.68306"
"3","1523190526","0","30","7.51708"
"2","1523190526","0","30","3.4461"
"1","1523191426","0","30","1.68306"
"3","1523191426","0","30","7.51708"
"2","1523191426","0","30","3.25925"
"1","1523192326","0","30","1.68306"
"3","1523192326","0","30","7.51708"
"2","1523192326","0","30","3.25925"
"3","1523193226","0","34","7.51708"
"1","1523193226","0","34","0.18527"
"2","1523193226","0","34","3.25925"
"1","1523194126","0","34","1.09024"
"3","1523194126","0","34","7.51708"
"2","1523194126","0","34","3.25925"
"1","1523195026","0","34","2.01864"
"3","1523195026","0","34","6.45815"
"2","1523195026","0","34","2.93333"
"1","1523195946","0","34","2.01864"
"3","1523195946","0","34","6.45815"
"2","1523195946","0","34","2.93333"
"1","1523197032","0","31","1.44262"
"3","1523197032","0","31","7.51708"
"2","1523197032","0","31","2.93333"
"1","1523197932","0","31","1.44262"
"3","1523197932","0","31","6.6548"
"2","1523197932","0","31","2.6074"
"1","1523198832","0","31","1.44262"
"3","1523198832","0","31","6.62098"
"2","1523198832","0","31","2.6074"
"3","1523199732","0","31","6.16773"
"1","1523199732","0","31","1.20218"
"2","1523199732","0","31","2.6074"
"3","1523200632","0","31","5.85122"
"1","1523200632","0","31","1.20218"
"2","1523200632","0","31","2.28148"
"3","1523201532","0","31","6.7221"
"1","1523201532","0","31","1.20218"
"2","1523201533","0","31","2.28148"
"1","1523202432","0","31","0.96174"
"3","1523202433","0","31","6.58484"
"2","1523202433","0","31","2.06966"
"1","1523203333","0","31","0.96174"
"3","1523203333","0","31","6.75188"
"2","1523203333","0","31","2.06966"
"1","1523204233","0","31","0.72131"
"3","1523204233","0","31","6.75188"
"2","1523204233","0","31","1.62962"
"1","1523205133","0","31","0.72131"
"3","1523205133","0","31","5.6526"
"2","1523205133","0","31","1.62962"
"3","1523248486","1","30","5.6526"
"1","1523248486","1","30","4.08613"
"2","1523248486","1","30","6.48126"
"1","1523249386","1","30","4.08613"
"3","1523249386","1","30","5.6526"
"2","1523249386","1","30","8.13467"
"1","1523250286","1","30","4.08613"
"3","1523250286","1","30","5.6526"
"2","1523250286","1","30","5.42698"
"1","1523251186","1","30","4.08613"
"3","1523251186","1","30","5.6526"
"2","1523251186","1","30","5.00312"
"3","1523252086","1","30","5.6526"
"1","1523252086","1","30","3.92151"
"2","1523252086","1","30","6.18133"
"3","1523252986","1","30","5.6526"
"1","1523252986","1","30","3.92151"
"2","1523252987","1","30","6.18133"
"1","1523253886","1","30","2.37754"
"3","1523253886","1","30","5.62275"
"2","1523253886","1","30","4.79102"
"1","1523254786","1","30","2.68109"
"3","1523254786","1","30","5.62275"
"2","1523254786","1","30","6.03992"
"1","1523255686","1","30","4.25471"
"3","1523255686","1","30","6.11872"
"2","1523255686","1","30","6.45154"
"3","1523256586","1","30","5.33172"
"1","1523256586","1","30","4.08613"
"2","1523256586","1","30","5.19684"
"3","1523257486","1","30","5.81127"
"1","1523257486","1","30","4.08613"
"2","1523257486","1","30","5.83905"
