"1","1521465608","1","34","3.36612"
"3","1521465608","1","34","7.51708"
"2","1521465608","1","34","6.87787"
"1","1521466237","1","34","3.36612"
"3","1521466238","1","34","6.61425"
"2","1521466238","1","34","8.09648"
"1","1521466837","1","31","3.36612"
"3","1521466838","1","31","6.58879"
"2","1521466838","1","31","8.0649"
"1","1521467437","1","31","3.12568"
"3","1521467438","1","31","6.58879"
"2","1521467438","1","31","8.10584"
"3","1521471815","1","31","7.72622"
"1","1521471815","1","31","2.88524"
"2","1521471815","1","31","2.43843"
"1","1521472415","1","31","1.78924"
"3","1521472415","1","31","6.32506"
"2","1521472415","1","31","2.43843"
"3","1521473015","1","31","6.01862"
"1","1521473015","1","31","1.78924"
"2","1521473015","1","31","4.23353"
"1","1521473615","1","31","2.51963"
"3","1521473615","1","31","6.01862"
"2","1521473615","1","31","3.91111"
"1","1521474215","1","31","3.15883"
"3","1521474215","1","31","7.51708"
"2","1521474215","1","31","3.91111"
"3","1521474815","1","31","7.05096"
"1","1521474815","1","31","1.517"
"2","1521474815","1","31","3.25925"
"1","1521475415","1","31","1.51367"
"3","1521475415","1","31","7.05096"
"2","1521475415","1","31","4.21716"
"3","1521476015","1","31","7.05096"
"1","1521476015","1","31","1.72838"
"2","1521476015","1","31","4.21716"
"1","1521476615","1","31","2.40437"
"3","1521476615","1","31","7.05096"
"2","1521476615","1","31","4.00519"
"1","1521477215","1","31","2.40437"
"2","1521477216","1","31","2.28148"
"3","1521477216","1","31","7.05096"
"3","1521477815","1","31","7.05096"
"1","1521477815","1","31","2.40437"
"2","1521477816","1","31","2.28148"
"3","1521478415","1","31","7.05096"
"2","1521478416","1","31","1.95555"
"1","1521478416","1","31","2.40437"
"3","1521479015","1","31","6.58484"
"1","1521479016","1","31","2.16393"
"2","1521479017","1","31","1.3037"
"3","1521479617","1","31","6.58484"
"1","1521479617","1","31","2.16393"
"2","1521479621","1","31","1.3037"
"1","1521519068","2","34","3.60655"
"3","1521519068","2","34","6.11872"
"2","1521519068","2","34","4.87573"
"1","1521519669","2","34","3.36612"
"3","1521519669","2","34","6.11872"
"2","1521519669","2","34","5.19684"
"1","1521520268","2","21","3.36612"
"3","1521520268","2","21","6.11872"
"2","1521520269","2","21","5.51794"
"1","1521520868","2","21","3.36612"
"3","1521520868","2","21","6.11872"
"2","1521520869","2","21","5.0605"
"3","1521521468","2","21","6.11872"
"1","1521521468","2","21","3.66032"
"2","1521521469","2","21","5.07526"
"1","1521522068","2","21","3.66032"
"3","1521522069","2","21","6.11872"
"2","1521522069","2","21","6.00822"
"1","1521522668","2","21","3.66032"
"3","1521522668","2","21","6.11872"
"2","1521522669","2","21","5.51794"
"3","1521523268","2","21","6.11872"
"1","1521523268","2","21","3.84699"
"2","1521523269","2","21","5.51794"
"1","1521523868","2","21","4.08613"
"3","1521523868","2","21","6.58484"
"2","1521523869","2","21","5.19684"
"3","1521524468","2","21","6.58484"
"1","1521524469","2","21","4.08613"
"2","1521524469","2","21","5.19684"
"1","1521525069","2","21","3.84699"
"3","1521525069","2","21","6.58484"
"2","1521525069","2","21","5.19684"
"1","1521525668","2","21","3.84699"
"3","1521525669","2","21","6.58484"
"2","1521525669","2","21","4.95805"
"1","1521526269","2","21","3.84699"
"3","1521526269","2","21","6.58484"
"2","1521526269","2","21","4.92367"
"3","1521526869","2","21","6.45534"
"1","1521526869","2","21","3.60655"
"2","1521526869","2","21","6.29603"
"1","1521527469","2","21","3.60655"
"3","1521527469","2","21","6.4223"
"2","1521527470","2","21","6.11518"
"1","1521528069","2","21","3.60655"
"3","1521528069","2","21","6.4223"
"2","1521528069","2","21","4.78377"
"3","1521528676","2","21","6.58484"
"1","1521528676","2","21","3.84699"
"2","1521528677","2","21","4.55463"
"3","1521529269","2","21","6.58484"
"1","1521529269","2","21","3.84699"
"2","1521529269","2","21","4.55463"
"1","1521529869","2","21","3.84699"
"3","1521529869","2","21","6.01068"
